blkaddr,offense,time,x,y
2100 PRINCE ST,THEFT MISD. (UNDER $950),2019-10-29 00:00:00,-122.266131,37.8531
5TH STREET & ADDISON ST,BURGLARY AUTO,2019-10-29 17:00:00,-122.298403,37.866472
1800 DWIGHT WAY,BURGLARY AUTO,2019-10-29 02:00:00,-122.274125,37.863092
1700 SAN PABLO AV,DISTURBANCE,2019-10-29 14:16:00,-122.293558,37.87325
1200 66TH ST,VEHICLE STOLEN,2019-10-29 00:00:00,-122.282781,37.849432
2600 TELEGRAPH AV,DISTURBANCE,2019-10-29 16:45:00,-122.258784,37.862927
4TH STREET & CHANNING WY,BURGLARY AUTO,2019-10-29 13:12:00,-122.297894,37.861313
2800 WEBSTER ST,BURGLARY AUTO,2019-10-29 02:58:00,-122.250579,37.855935
2300 BANCROFT WY,VEHICLE STOLEN,2019-10-29 12:30:00,-122.263253,37.868199
BOWDITCH STREET & HASTE ST,DISTURBANCE,2019-10-30 12:31:00,-122.256361,37.866311
TELEGRAPH AV & CARLETON ST,THEFT MISD. (UNDER $950),2019-10-30 20:22:00,-122.258872,37.862321
900 REGAL RD,THEFT FELONY (OVER $950),2019-10-30 19:00:00,-122.265464,37.894468
2000 BERKELEY WAY,IDENTITY THEFT,2019-10-30 21:00:00,-122.270741,37.872691
DWIGHT WY & HILLEGASS AV,DISTURBANCE,2019-10-30 15:16:00,-122.256511,37.865374
3000 SAN PABLO AV,VEHICLE STOLEN,2019-10-30 10:30:00,-122.286667,37.851919
2000 OREGON ST,BURGLARY AUTO,2019-10-30 18:25:00,-122.268709,37.857377
2900 DOMINGO AV,THEFT MISD. (UNDER $950),2019-10-30 03:36:00,-122.243972,37.858903
2200 LOS ANGELES AVE,THEFT FELONY (OVER $950),2019-10-30 21:00:00,-122.267409,37.888607
2300 TELEGRAPH AV,DISTURBANCE,2019-10-30 11:58:00,-122.259189,37.868714
GILMAN STREET & SAN PABLO AV,THEFT MISD. (UNDER $950),2019-10-30 20:22:00,-122.295876,37.880468
2400 SHATTUCK AV,BURGLARY AUTO,2019-10-30 18:15:00,-122.267643,37.865772
2600 FULTON ST,THEFT MISD. (UNDER $950),2019-10-30 08:30:00,-122.264828,37.862334
1400 WALNUT ST,THEFT FELONY (OVER $950),2019-10-30 21:00:00,-122.268386,37.882199
2300 PIEDMONT AV,BURGLARY RESIDENTIAL,2019-10-30 01:00:00,-122.252365,37.869839
600 WOODMONT AV,THEFT MISD. (UNDER $950),2019-10-30 12:59:00,-122.265247,37.902033
2800 ADELINE ST,THEFT MISD. (UNDER $950),2019-10-30 21:09:00,-122.268002,37.858116
2000 PARKER ST,IDENTITY THEFT,2019-10-30 03:31:00,-122.269644,37.861843
BOWDITCH STREET & HASTE ST,NARCOTICS,2019-10-30 17:24:00,-122.256361,37.866311
2400 SEVENTH ST,THEFT FELONY (OVER $950),2019-10-30 22:30:00,-122.294607,37.861944
2400 BANCROFT WY,THEFT MISD. (UNDER $950),2019-10-30 12:00:00,-122.261268,37.868447
2100 UNIVERSITY AV,DISTURBANCE,2019-10-30 17:15:00,-122.267835,37.872175
800 CONTRA COSTA AVE,THEFT FELONY (OVER $950),2019-10-30 22:20:00,-122.276085,37.894483
800 REGAL RD,THEFT FELONY (OVER $950),2019-10-30 22:30:00,-122.268516,37.894836
1000 UNIVERSITY AV,MISSING ADULT,2019-10-30 08:00:00,-122.29415,37.868641
2800 COLLEGE AV,DISTURBANCE,2019-10-30 14:52:00,-122.253339,37.859988
3100 COLLEGE AV,ALCOHOL OFFENSE,2019-10-30 19:39:00,-122.252715,37.853665
2400 BANCROFT WY,THEFT FELONY (OVER $950),2019-10-30 17:08:00,-122.261268,37.868447
2000 OREGON ST,BURGLARY AUTO,2019-10-30 18:20:00,-122.268709,37.857377
1900 SHATTUCK AV,NARCOTICS,2019-10-30 11:58:00,-122.268616,37.873687
1800 SAN PABLO AV,BURGLARY AUTO,2019-10-30 19:45:00,-122.292954,37.871369
2400 ASHBY AV,DOMESTIC VIOLENCE,2019-10-31 22:10:00,-122.260248,37.856111
2500 BENVENUE AV,VEHICLE STOLEN,2019-10-31 09:15:00,-122.255235,37.865535
2500 DURANT AV,BURGLARY AUTO,2019-10-31 19:30:00,-122.258699,37.867852
1100 UNIVERSITY AVE,VANDALISM,2019-10-31 18:00:00,-122.292043,37.869067
2300 TELEGRAPH AV,THEFT MISD. (UNDER $950),2019-10-31 22:30:00,-122.259189,37.868714
1900 BONITA AVE,THEFT FELONY (OVER $950),2019-10-31 22:30:00,-122.27209,37.873454
2000 DWIGHT WY,DISTURBANCE,2019-10-31 13:44:00,-122.269631,37.863679
1900 SHATTUCK AV,ASSAULT/BATTERY MISD.,2019-10-31 14:50:00,-122.268616,37.873687
1700 MCGEE AV,THEFT MISD. (UNDER $950),2019-10-31 12:17:00,-122.278057,37.875426
1700 DERBY ST,THEFT MISD. (UNDER $950),2019-10-31 19:00:00,-122.275787,37.859259
2200 SHATTUCK AV,NARCOTICS,2019-10-31 13:50:00,-122.268028,37.869363
800 PERALTA AV,THEFT FELONY (OVER $950),2019-10-31 12:00:00,-122.285696,37.892804
1900 SHATTUCK AV,DISTURBANCE,2019-10-31 17:45:00,-122.268616,37.873687
2400 SHATTUCK AV,THEFT MISD. (UNDER $950),2019-10-31 13:55:00,-122.267643,37.865772
2500 TELEGRAPH AV,THEFT MISD. (UNDER $950),2019-10-31 15:20:00,-122.258577,37.864827
2600 DERBY ST,BURGLARY AUTO,2019-10-31 23:05:00,-122.255732,37.861689
1600 EUCLID AV,VANDALISM,2019-10-31 10:45:00,-122.260975,37.879226
2000 KITTREDGE ST,BURGLARY AUTO,2019-10-31 21:45:00,-122.270054,37.868204
CARLETON STREET & GRANT ST,VANDALISM,2019-10-31 21:00:00,-122.273725,37.860386
SPRUCE STREET & EUNICE ST,ROBBERY,2019-10-31 21:00:00,-122.266573,37.886086
2200 DWIGHT WY,BURGLARY AUTO,2019-10-31 00:00:00,-122.265263,37.864238
3200 ADELINE ST,BURGLARY AUTO,2019-10-31 19:00:00,-122.270897,37.850385
700 ASHBY AV,DISTURBANCE,2019-10-31 13:37:00,-122.294952,37.849376
2400 WARRING ST,BURGLARY RESIDENTIAL,2019-10-31 21:57:00,-122.250801,37.867708
DURANT AV & DANA ST,NARCOTICS,2019-10-31 21:55:00,-122.26127,37.867513
2400 FULTON ST,THEFT MISD. (UNDER $950),2019-10-31 11:34:00,-122.265618,37.866037
1100 HEARST AVE,THEFT FELONY (OVER $950),2019-10-31 22:00:00,-122.292485,37.870417
2300 TELEGRAPH AV,THEFT FELONY (OVER $950),2019-10-31 22:45:00,-122.259189,37.868714
10TH STREET & HEINZ AV,ASSAULT/BATTERY FEL.,2019-10-31 10:05:00,-122.288597,37.854148
1400 KAINS AV,THEFT FROM AUTO,2019-10-31 23:00:00,-122.294276,37.878772
MARTIN LUTHER KING JR WY & BERKELEY WY,THEFT MISD. (UNDER $950),2019-10-31 16:35:00,-122.273117,37.872463
2300 ELLSWORTH ST,THEFT MISD. (UNDER $950),2019-10-31 01:00:00,-122.263699,37.867972
4TH STREET & HEARST AV,GUN/WEAPON,2019-10-31 23:00:00,-122.300284,37.868878
1300 7TH ST,BURGLARY AUTO,2019-10-31 22:00:00,-122.30028,37.879524
2000 OREGON ST,THEFT MISD. (UNDER $950),2019-10-31 16:16:00,-122.268709,37.857377
RUSSELL STREET & ELLIS ST,ALCOHOL OFFENSE,2019-10-31 21:34:00,-122.27339,37.85583
1300 DWIGHT WAY,ROBBERY,2019-11-01 23:40:00,-122.285466,37.861627
2500 DANA ST,NARCOTICS,2019-11-01 14:12:00,-122.260693,37.864701
1800 PRINCE ST,BURGLARY AUTO,2019-11-01 10:00:00,-122.272856,37.852236
1800 SAN PABLO AV,THEFT FROM AUTO,2019-11-01 21:30:00,-122.292954,37.871369
1300 NINTH ST,BURGLARY COMMERCIAL,2019-11-01 03:00:00,-122.297995,37.879708
2100 SHATTUCK AV,THEFT MISD. (UNDER $950),2019-11-01 22:15:00,-122.268285,37.871167
1400 PRINCE ST,THEFT MISD. (UNDER $950),2019-11-01 23:45:00,-122.280926,37.850974
1200 MASONIC AVE,ASSAULT/BATTERY MISD.,2019-11-01 21:22:00,-122.291168,37.883072
1700 SPRUCE ST,BURGLARY RESIDENTIAL,2019-11-01 20:00:00,-122.265567,37.876921
1900 ADDISON ST,FRAUD/FORGERY,2019-11-01 11:41:00,-122.272468,37.870639
2000 ASHBY AV,IDENTITY THEFT,2019-11-01 09:30:00,-122.268666,37.85491
2300 FULTON ST,SEXUAL ASSAULT FEL.,2019-11-01 00:30:00,-122.266003,37.867822
2700 TELEGRAPH AV,VANDALISM,2019-11-01 00:00:00,-122.259001,37.861387
1900 ALLSTON WAY,THEFT MISD. (UNDER $950),2019-11-01 12:40:00,-122.272701,37.868785
1800 UNIVERSITY AV,VANDALISM,2019-11-01 19:30:00,-122.274991,37.871246
1600 FIFTH ST,THEFT MISD. (UNDER $950),2019-11-01 00:01:00,-122.300777,37.873865
1700 UNIVERSITY AV,BRANDISHING,2019-11-01 19:25:00,-122.27733,37.870948
2400 SEVENTH ST,THEFT FROM AUTO,2019-11-01 00:01:00,-122.294607,37.861944
900 CAMELIA ST,BURGLARY AUTO,2019-11-01 10:30:00,-122.299419,37.877891
3200 ADELINE ST,THEFT MISD. (UNDER $950),2019-11-01 07:47:00,-122.270897,37.850385
600 TUNNEL RD,THEFT FROM AUTO,2019-11-01 15:00:00,-122.230264,37.850625
1700 WALNUT ST,SEXUAL ASSAULT FEL.,2019-11-01 17:00:00,-122.267789,37.876595
2400 DURANT AV,VANDALISM,2019-11-01 20:50:00,-122.26127,37.867513
1800 UNIVERSITY AV,BURGLARY AUTO,2019-11-01 20:30:00,-122.274991,37.871246
1600 SAN LORENZO AVE,THEFT FELONY (OVER $950),2019-11-01 17:00:00,-122.285696,37.892804
1700 CALIFORNIA ST,THEFT MISD. (UNDER $950),2019-11-01 00:00:00,-122.280314,37.875142
2700 MILVIA ST,ROBBERY,2019-11-01 16:00:00,-122.269453,37.860225
2600 DURANT AV,THEFT FELONY (OVER $950),2019-11-01 01:04:00,-122.256314,37.868164
1500 DELAWARE ST,FRAUD/FORGERY,2019-11-01 16:00:00,-122.2813,37.873194
1200 VIRGINIA ST,THEFT FROM AUTO,2019-11-01 00:30:00,-122.289764,37.873941
ASHBY AV & MARTIN LUTHER KING JR WY,ASSAULT/BATTERY FEL.,2019-11-01 00:00:00,-122.271133,37.854265
2400 STUART ST,THEFT MISD. (UNDER $950),2019-11-01 13:15:00,-122.259172,37.859539
2000 OREGON ST,THEFT MISD. (UNDER $950),2019-11-01 19:00:00,-122.268709,37.857377
1800 UNIVERSITY AV,BURGLARY AUTO,2019-11-01 01:26:00,-122.274991,37.871246
2000 BERKELEY WY,BURGLARY AUTO,2019-11-01 19:00:00,-122.270741,37.872691
2400 WARRING ST,2ND RESPONSE,2019-11-01 23:36:00,-122.250801,37.867708
2000 ASHBY AV,IDENTITY THEFT,2019-11-01 12:55:00,-122.268666,37.85491
1300 HARMON ST,DOMESTIC VIOLENCE,2019-11-01 14:34:00,-122.281521,37.848357
2200 OXFORD ST,BURGLARY AUTO,2019-11-02 22:00:00,-122.265892,37.869625
2200 DWIGHT WY,THEFT FELONY (OVER $950),2019-11-02 19:15:00,-122.265263,37.864238
1300 UNIVERSITY AV,BURGLARY AUTO,2019-11-02 11:10:00,-122.28655,37.869764
2200 DWIGHT WY,THEFT FELONY (OVER $950),2019-11-02 13:30:00,-122.265263,37.864238
2100 PARKER ST,BURGLARY RESIDENTIAL,2019-11-02 02:00:00,-122.267084,37.862169
DELAWARE STREET & SAN PABLO AV,THEFT MISD. (UNDER $950),2019-11-02 22:17:00,-122.293049,37.871665
2000 CENTER ST,NARCOTICS,2019-11-02 22:22:00,-122.270557,37.869973
2000 UNIVERSITY AV,NARCOTICS,2019-11-02 08:56:00,-122.270516,37.871828
1300 8TH ST,VANDALISM,2019-11-02 08:00:00,-122.299139,37.879653
1200 5TH ST,THEFT MISD. (UNDER $950),2019-11-02 17:20:00,-122.303056,37.880756
2700 HASTE ST,BURGLARY AUTO,2019-11-02 11:35:00,-122.254084,37.866568
2400 TELEGRAPH AV,ASSAULT/BATTERY FEL.,2019-11-02 18:07:00,-122.258779,37.866761
1300 DWIGHT WY,THEFT MISD. (UNDER $950),2019-11-02 03:00:00,-122.285466,37.861627
1600 UNIVERSITY AV,BURGLARY AUTO,2019-11-02 04:57:00,-122.27958,37.870652
1600 EUCLID AV,THEFT MISD. (UNDER $950),2019-11-02 16:30:00,-122.260975,37.879226
1000 GILMAN ST,ALCOHOL OFFENSE,2019-11-02 19:09:00,-122.297498,37.88014
2200 SHATTUCK AV,DISTURBANCE,2019-11-02 21:00:00,-122.268028,37.869363
2300 TELEGRAPH AV,ASSAULT/BATTERY MISD.,2019-11-02 01:40:00,-122.259189,37.868714
900 CRESTON RD,BURGLARY RESIDENTIAL,2019-11-02 08:00:00,-122.260784,37.89759
1400 SIXTH ST,ALCOHOL OFFENSE,2019-11-02 18:35:00,-122.300713,37.877417
1500 UNIVERSITY AV,ALCOHOL OFFENSE,2019-11-02 17:10:00,-122.281585,37.870396
2500 BUENA VISTA WAY,THEFT MISD. (UNDER $950),2019-11-02 18:00:00,-122.261293,37.880458
2500 REGENT ST,THEFT MISD. (UNDER $950),2019-11-03 21:00:00,-122.257795,37.865202
BANCROFT WY & TELEGRAPH AV,ALCOHOL OFFENSE,2019-11-03 03:05:00,-122.259189,37.868714
2200 CURTIS ST,BURGLARY AUTO,2019-11-03 16:00:00,-122.289017,37.866697
1900 BONITA AVE,THEFT MISD. (UNDER $950),2019-11-03 22:10:00,-122.27209,37.873454
1300 EIGHTH ST,BURGLARY AUTO,2019-11-03 20:00:00,-122.299139,37.879653
2000 5TH ST,VEHICLE CODE - DUI,2019-11-03 19:00:00,-122.298682,37.867271
2100 MARTIN LUTHER KING JR AVE,DOMESTIC VIOLENCE,2019-11-03 16:55:00,-122.272805,37.869688
2700 NINTH ST,THEFT FELONY (OVER $950),2019-11-03 08:00:00,-122.290797,37.857336
1900 DWIGHT WY,THEFT MISD. (UNDER $950),2019-11-03 12:00:00,-122.272097,37.863353
2100 KITTREDGE ST,THEFT MISD. (UNDER $950),2019-11-03 03:20:00,-122.26781,37.868512
2400 DURANT AV,SEXUAL ASSAULT FEL.,2019-11-03 01:30:00,-122.26127,37.867513
PARKER STREET & ELLSWORTH ST,NARCOTICS,2019-11-03 01:07:00,-122.262639,37.862763
2000 SEVENTH ST,THEFT FROM AUTO,2019-11-03 20:17:00,-122.296589,37.868142
1500 ASHBY AV,ARSON,2019-11-03 14:23:00,-122.278738,37.853316
2400 SAN PABLO AV,BURGLARY AUTO,2019-11-03 20:30:00,-122.290094,37.862512
2200 SAN PABLO AV,THEFT FELONY (OVER $950),2019-11-03 10:10:00,-122.29129,37.866206
1300 EIGHTH ST,BURGLARY COMMERCIAL,2019-11-03 20:00:00,-122.299139,37.879653
2300 NINTH ST,DISTURBANCE,2019-11-03 02:00:00,-122.292948,37.864109
5TH STREET & ADDISON ST,BURGLARY AUTO,2019-11-03 04:00:00,-122.298403,37.866472
2500 TELEGRAPH AV,NARCOTICS,2019-11-03 15:36:00,-122.258577,37.864827
SHATTUCK AVE. AND PARKERSTREET ST,BURGLARY AUTO,2019-11-03 19:40:00,-122.267084,37.862169
2500 HASTE ST,DISTURBANCE,2019-11-04 17:10:00,-122.258623,37.866025
2700 SHATTUCK AV,BURGLARY AUTO,2019-11-04 22:00:00,-122.267177,37.859802
2200 SHATTUCK AV,THEFT MISD. (UNDER $950),2019-11-04 20:45:00,-122.268028,37.869363
1900 SAN PABLO AV,THEFT FROM AUTO,2019-11-04 12:55:00,-122.292581,37.870205
2300 PARKER ST,NARCOTICS,2019-11-04 15:10:00,-122.262639,37.862763
2300 COLLEGE AV,THEFT FELONY (OVER $950),2019-11-04 18:55:00,-122.254552,37.868957
2300 NINTH ST,DOMESTIC VIOLENCE,2019-11-04 17:08:00,-122.292948,37.864109
700 ADDISON ST,VANDALISM,2019-11-04 20:00:00,-122.300016,37.866145
2100 SHATTUCK AV,BURGLARY RESIDENTIAL,2019-11-04 21:30:00,-122.268285,37.871167
1900 OXFORD ST,DISTURBANCE,2019-11-04 15:41:00,-122.266332,37.873885
SHATTUCK AV & BLAKE ST,THEFT MISD. (UNDER $950),2019-11-04 09:30:00,-122.267321,37.863053
2300 EIGHTH ST,THEFT FROM AUTO,2019-11-04 22:00:00,-122.294086,37.863945
1400 SHATTUCK AV,THEFT MISD. (UNDER $950),2019-11-04 20:54:00,-122.269551,37.881957
3000 TELEGRAPH AVE,THEFT MISD. (UNDER $950),2019-11-04 11:40:00,-122.259841,37.855435
3300 ADELINE ST,BURGLARY COMMERCIAL,2019-11-04 21:30:00,-122.271773,37.848292
CEDAR STREET & 6TH ST,BURGLARY AUTO,2019-11-04 20:30:00,-122.299649,37.874094
1900 SHATTUCK AV,DISTURBANCE,2019-11-04 12:03:00,-122.268616,37.873687
1900 UNIVERSITY AV,VANDALISM,2019-11-04 13:20:00,-122.272714,37.871544
2100 EIGHTH ST,BURGLARY AUTO,2019-11-04 14:00:00,-122.295042,37.866929
1700 SHATTUCK AV,BURGLARY AUTO,2019-11-04 18:30:00,-122.268923,37.876307
2800 BANCROFT WY,GUN/WEAPON,2019-11-04 19:57:00,-122.250048,37.869348
2000 BERKELEY WY,BURGLARY AUTO,2019-11-04 19:40:00,-122.270741,37.872691
1600 ALCATRAZ AV,THEFT MISD. (UNDER $950),2019-11-04 11:11:00,-122.275807,37.848152
1200 5TH ST,THEFT MISD. (UNDER $950),2019-11-04 18:00:00,-122.303056,37.880756
2300 SHATTUCK AV,ALCOHOL OFFENSE,2019-11-04 12:44:00,-122.267802,37.867176
2800 ADELINE ST,VANDALISM,2019-11-04 23:05:00,-122.268002,37.858116
2100 HASTE ST,THEFT FELONY (OVER $950),2019-11-04 22:00:00,-122.267289,37.864908
3100 SACRAMENTO ST,ROBBERY,2019-11-04 01:20:00,-122.278651,37.851477
1595 CURTIS STREET ST,THEFT FELONY (OVER $950),2019-11-04 07:00:00,-122.290654,37.875836
3200 ADELINE ST,BURGLARY AUTO,2019-11-04 13:45:00,-122.270897,37.850385
1500 SHATTUCK AV,ASSAULT/BATTERY MISD.,2019-11-04 17:55:00,-122.26936,37.880227
100 SEAWALL DR,BURGLARY AUTO,2019-11-04 15:00:00,-122.317566,37.863611
1700 ALCATRAZ AV,BURGLARY AUTO,2019-11-05 16:00:00,-122.273607,37.848453
2000 BERKELEY WY,BURGLARY AUTO,2019-11-05 22:15:00,-122.270741,37.872691
2000 KITTREDGE ST,ASSAULT/BATTERY FEL.,2019-11-05 06:50:00,-122.270054,37.868204
1600 WALNUT ST,THEFT MISD. (UNDER $950),2019-11-05 08:00:00,-122.267962,37.878407
2500 TELEGRAPH AV,DISTURBANCE,2019-11-05 11:27:00,-122.258577,37.864827
1900 CHANNING WAY,IDENTITY THEFT,2019-11-05 10:43:00,-122.272027,37.865205
VIRGINIA STREET & WALNUT ST,THEFT FROM AUTO,2019-11-05 17:25:00,-122.267804,37.876729
1900 HENRY ST,NARCOTICS,2019-11-05 13:57:00,-122.269765,37.873678
SHATTUCK AV & BLAKE ST,DOMESTIC VIOLENCE,2019-11-05 08:18:00,-122.267321,37.863053
1900 SHATTUCK AV,DISTURBANCE,2019-11-05 16:35:00,-122.268616,37.873687
2600 SHATTUCK AV,BURGLARY COMMERCIAL,2019-11-05 11:15:00,-122.26716,37.861677
1800 UNIVERSITY AV,THEFT MISD. (UNDER $950),2019-11-05 15:05:00,-122.274991,37.871246
1000 CARLETON ST,VEHICLE STOLEN,2019-11-05 22:00:00,-122.289983,37.857698
2100 SHATTUCK AV,ASSAULT/BATTERY MISD.,2019-11-05 08:11:00,-122.268285,37.871167
2400 BLAKE ST,NARCOTICS,2019-11-05 12:45:00,-122.260546,37.863963
1900 SHATTUCK AV,DISTURBANCE,2019-11-05 16:34:00,-122.268616,37.873687
1900 SHATTUCK AV,DISTURBANCE,2019-11-05 18:42:00,-122.268616,37.873687
1800 CHESTNUT ST,IDENTITY THEFT,2019-11-05 12:32:00,-122.288323,37.872099
2500 TELEGRAPH AV,VANDALISM,2019-11-05 00:34:00,-122.258577,37.864827
1300 ADDISON ST,BURGLARY AUTO,2019-11-05 14:30:00,-122.28608,37.868913
10 TANGLEWOOD,THEFT MISD. (UNDER $950),2019-11-05 14:57:00,-122.245072,37.862078
DWIGHT WY & COLLEGE AV,NARCOTICS,2019-11-05 01:55:00,-122.25389,37.865711
2000 KITTREDGE ST,ASSAULT/BATTERY MISD.,2019-11-05 12:10:00,-122.270054,37.868204
2300 SHATTUCK AV,DOMESTIC VIOLENCE,2019-11-05 21:00:00,-122.267802,37.867176
2900 DERBY ST,THEFT MISD. (UNDER $950),2019-11-05 21:10:00,-122.248851,37.862393
2100 CENTER ST,BURGLARY COMMERCIAL,2019-11-05 04:15:00,-122.26805,37.870308
2600 TELEGRAPH AV,BURGLARY AUTO,2019-11-06 20:15:00,-122.258784,37.862927
2400 DWIGHT WY,BURGLARY AUTO,2019-11-06 22:10:00,-122.260719,37.864826
1400 FAIRVIEW ST,THEFT MISD. (UNDER $950),2019-11-06 12:15:00,-122.279798,37.849315
800 CARLETON ST,VEHICLE STOLEN,2019-11-06 07:00:00,-122.294415,37.856598
2500 BANCROFT WY,VANDALISM,2019-11-06 09:15:00,-122.259123,37.868722
2300 FOURTH ST,BURGLARY AUTO,2019-11-06 17:35:00,-122.298359,37.862817
1500 UNIVERSITY AV,BURGLARY AUTO,2019-11-06 19:00:00,-122.281585,37.870396
900 VIRGINIA ST,VEHICLE STOLEN,2019-11-06 17:00:00,-122.298043,37.872545
DWIGHT WY & BOWDITCH ST,DISTURBANCE,2019-11-06 11:58:00,-122.25618,37.86542
3200 ELLIS ST,THEFT FROM AUTO,2019-11-06 16:15:00,-122.272807,37.850367
2000 PARKER ST,DOMESTIC VIOLENCE,2019-11-06 08:00:00,-122.269644,37.861843
1300 KAINS AV,VEHICLE STOLEN,2019-11-06 17:00:00,-122.294842,37.88052
1900 SHATTUCK AV,NARCOTICS,2019-11-06 11:46:00,-122.268616,37.873687
GRANT STREET & UNIVERSITY AV,FRAUD/FORGERY,2019-11-06 23:44:00,-122.275278,37.871318
2100 CENTER ST,DISTURBANCE,2019-11-06 15:33:00,-122.26805,37.870308
1900 SHATTUCK AV,NARCOTICS,2019-11-06 19:25:00,-122.268616,37.873687
1800 SPRUCE ST,THEFT FELONY (OVER $950),2019-11-06 17:40:00,-122.26548,37.875053
1300 9TH ST,BURGLARY AUTO,2019-11-06 09:52:00,-122.297995,37.879708
1000 HEINZ AV,THEFT MISD. (UNDER $950),2019-11-06 06:25:00,-122.289679,37.853929
2100 SHATTUCK AV,THEFT MISD. (UNDER $950),2019-11-06 11:53:00,-122.268285,37.871167
1000 ADDISON ST,THEFT MISD. (UNDER $950),2019-11-06 13:00:00,-122.293938,37.867383
2100 SHATTUCK AV,THEFT MISD. (UNDER $950),2019-11-06 21:07:00,-122.268285,37.871167
2300 TELEGRAPH AV,THEFT MISD. (UNDER $950),2019-11-06 18:39:00,-122.259189,37.868714
SHATTUCK AV & ADDISON ST,VANDALISM,2019-11-06 21:30:00,-122.268285,37.871167
SAN PABLO AV & DWIGHT WY,BURGLARY AUTO,2019-11-06 19:15:00,-122.289632,37.861078
1800 WOOLSEY ST,BURGLARY RESIDENTIAL,2019-11-06 21:50:00,-122.272873,37.851324
200 MARINA BL,BURGLARY AUTO,2019-11-06 10:30:00,-122.313656,37.868667
4TH STREET & ADDISON ST,BURGLARY AUTO,2019-11-06 19:30:00,-122.299483,37.866253
2300 PIEDMONT AV,THEFT MISD. (UNDER $950),2019-11-06 23:45:00,-122.252365,37.869839
BANCROFT WY & 4TH ST,BURGLARY AUTO,2019-11-06 19:50:00,-122.298445,37.863069
1900 MILVIA ST,BURGLARY AUTO,2019-11-06 22:00:00,-122.270903,37.873607
2200 OXFORD ST,BURGLARY AUTO,2019-11-06 19:15:00,-122.265892,37.869625
800 HEINZ AV,VANDALISM,2019-11-06 09:30:00,-122.293864,37.853079
2200 SHATTUCK AV,THEFT FROM PERSON,2019-11-06 18:35:00,-122.268028,37.869363
2400 PROSPECT ST,THEFT MISD. (UNDER $950),2019-11-06 16:07:00,-122.249901,37.867717
2100 NINTH ST,VANDALISM,2019-11-06 13:00:00,-122.293982,37.867317
1200 MILVIA ST,BURGLARY AUTO,2019-11-06 23:00:00,-122.27282,37.885691
2700 ADELINE ST,DISTURBANCE,2019-11-07 20:55:00,-122.267173,37.859675
700 GRIZZLY PEAK BLVD,IDENTITY THEFT,2019-11-07 18:15:00,-122.265058,37.899241
1500 SOLANO AV,ROBBERY,2019-11-07 10:41:00,-122.287251,37.890928
PIEDMONT AV & GARBER ST,ROBBERY,2019-11-07 21:50:00,-122.251087,37.860821
2900 MABEL ST,MISSING ADULT,2019-11-07 18:00:00,-122.284067,37.853959
2000 UNIVERSITY AVE,NARCOTICS,2019-11-07 16:03:00,-122.270516,37.871828
2600 SAN PABLO AV,THEFT FELONY (OVER $950),2019-11-07 20:00:00,-122.289022,37.859184
1600 SHATTUCK AV,BURGLARY AUTO,2019-11-07 20:48:00,-122.269114,37.878113
2200 SHATTUCK AV,ASSAULT/BATTERY FEL.,2019-11-07 14:22:00,-122.268028,37.869363
1700 SHATTUCK AV,THEFT FROM PERSON,2019-11-07 20:00:00,-122.268923,37.876307
DURANT AV & BOWDITCH ST,ROBBERY,2019-11-07 03:19:00,-122.25672,37.868103
100 SEAWALL DR,VANDALISM,2019-11-07 17:07:00,-122.317566,37.863611
2000 UNIVERSITY AV,SEXUAL ASSAULT MISD.,2019-11-07 12:43:00,-122.270516,37.871828
3000 WHEELER ST,BURGLARY AUTO,2019-11-07 21:37:00,-122.264552,37.855389
1700 VIRGINIA ST,THEFT FROM AUTO,2019-11-07 19:39:00,-122.278057,37.875426
1500 ADDISON ST,BURGLARY AUTO,2019-11-07 00:25:00,-122.281783,37.869448
1500 HEARST AV,THEFT FELONY (OVER $950),2019-11-07 11:45:00,-122.282066,37.872158
2500 DURANT AV,BURGLARY AUTO,2019-11-07 14:45:00,-122.258699,37.867852
2100 SHATTUCK AV,ASSAULT/BATTERY MISD.,2019-11-07 20:00:00,-122.268285,37.871167
TELEGRAPH AV & CARLETON ST,DISTURBANCE,2019-11-07 13:15:00,-122.258872,37.862321
100 SEAWALL DR,BURGLARY AUTO,2019-11-07 17:45:00,-122.317566,37.863611
1300 SAN PABLO AV,ALCOHOL OFFENSE,2019-11-07 23:38:00,-122.295798,37.880228
3000 SAN PABLO AV,THEFT MISD. (UNDER $950),2019-11-07 14:03:00,-122.286667,37.851919
DWIGHT WY & BOWDITCH ST,NARCOTICS,2019-11-07 11:38:00,-122.25618,37.86542
1900 SHATTUCK AV,NARCOTICS,2019-11-07 12:30:00,-122.268616,37.873687
1700 LA LOMA AV,VEHICLE STOLEN,2019-11-07 18:00:00,-122.257034,37.878005
2500 HILLEGASS AVE,BURGLARY RESIDENTIAL,2019-11-07 03:00:00,-122.256487,37.865149
2700 DURANT AV,BURGLARY RESIDENTIAL,2019-11-07 02:16:00,-122.254459,37.868352
3200 ELLIS ST,BURGLARY AUTO,2019-11-07 11:50:00,-122.272807,37.850367
2100 MARTIN LUTHER KING JR WY,ASSAULT/BATTERY MISD.,2019-11-07 10:42:00,-122.272805,37.869688
1100 CRAGMONT AVE,VEHICLE STOLEN,2019-11-07 17:30:00,-122.260794,37.890274
1800 UNIVERSITY AV,FRAUD/FORGERY,2019-11-07 15:00:00,-122.274991,37.871246
