blkaddr,offense,time,x,y
2100 MARTIN LUTHER KING JR WY,MISSING ADULT,2019-08-13 12:00:00,-122.272805,37.869688000000004
700 GRIZZLY PEAK BLVD,THEFT MISD. (UNDER $950),2019-08-13 18:00:00,-122.26505800000001,37.899240999999996
1500 SHATTUCK AV,NARCOTICS,2019-08-13 13:56:00,-122.26936,37.880227000000005
1100 OXFORD ST,VEHICLE STOLEN,2019-08-13 02:00:00,-122.26765900000001,37.88878
400 GILMAN ST,THEFT FELONY (OVER $950),2019-08-13 06:15:00,-122.30885500000001,37.877863
100 BROOKSIDE DR,DISTURBANCE,2019-08-13 02:49:00,-122.24908700000002,37.853382
1800 NINTH ST,THEFT FROM AUTO,2019-08-13 22:00:00,-122.29521100000001,37.871181
1700 UNIVERSITY AV,MISSING ADULT,2019-08-13 11:00:00,-122.27733,37.870948
2400 DURANT AVE,BURGLARY AUTO,2019-08-13 17:20:00,-122.26127,37.867513
2300 SHATTUCK AV,BURGLARY AUTO,2019-08-13 16:12:00,-122.267802,37.867176
200 UNIVERSITY AV,BURGLARY AUTO,2019-08-13 14:00:00,-122.30996699999999,37.865511
1800 UNIVERSITY AV,DISTURBANCE,2019-08-13 15:42:00,-122.27499099999999,37.871246
GILMAN STREET & 7TH ST,DISTURBANCE,2019-08-13 01:18:00,-122.300296,37.879571
2000 DWIGHT WY,THEFT FELONY (OVER $950),2019-08-13 00:00:00,-122.269631,37.863679
2700 TELEGRAPH AV,BURGLARY AUTO,2019-08-13 08:50:00,-122.259001,37.861387
1300 OXFORD ST,THEFT MISD. (UNDER $950),2019-08-13 13:37:00,-122.26748500000001,37.883684
1300 FRANCISCO ST,THEFT FELONY (OVER $950),2019-08-13 00:00:00,-122.286956,37.873393
3200 SACRAMENTO ST,DOMESTIC VIOLENCE,2019-08-13 10:00:00,-122.27817399999999,37.849431
1300 KAINS AVE,THEFT FROM AUTO,2019-08-13 02:00:00,-122.29484199999999,37.880520000000004
1600 HOPKINS ST,VANDALISM,2019-08-13 10:00:00,-122.28127099999999,37.882016
900 PARKER ST,BURGLARY AUTO,2019-08-13 14:45:00,-122.293374,37.858455
2600 VIRGINIA ST,THEFT FELONY (OVER $950),2019-08-13 17:00:00,-122.258553,37.878056
700 UNIVERSITY AV,ROBBERY,2019-08-13 19:50:00,-122.300468,37.867307000000004
600 SAN LUIS RD,BURGLARY AUTO,2019-08-13 05:00:00,-122.275237,37.899770000000004
1500 SHATTUCK AV,BURGLARY AUTO,2019-08-13 20:15:00,-122.26936,37.880227000000005
4TH STREET & ALLSTON WY,BURGLARY AUTO,2019-08-13 01:00:00,-122.299024,37.864836
1800 SOLANO AV,THEFT FELONY (OVER $950),2019-08-13 04:00:00,-122.279975,37.891332
900 HARRISON ST,DISTURBANCE,2019-08-13 12:29:00,-122.299379,37.881667
2600 RUSSELL ST,BURGLARY AUTO,2019-08-13 13:00:00,-122.25568700000001,37.858165
1300 HEARST AV,THEFT FELONY (OVER $950),2019-08-13 01:00:00,-122.286575,37.871317
1100 KEELER AV,VEHICLE STOLEN,2019-08-13 18:30:00,-122.25833100000001,37.890651
ALCATRAZ AV & ADELINE ST,ASSAULT/BATTERY MISD.,2019-08-13 17:50:00,-122.271331,37.848752000000005
1700 FOURTH ST,THEFT MISD. (UNDER $950),2019-08-13 12:29:00,-122.301255,37.871883000000004
1700 FOURTH ST,THEFT MISD. (UNDER $950),2019-08-13 15:55:00,-122.301255,37.871883000000004
2300 NINTH ST,VEHICLE STOLEN,2019-08-14 20:45:00,-122.292948,37.864109
1500 ALCATRAZ AVE,DOMESTIC VIOLENCE,2019-08-14 14:40:00,-122.277685,37.847908000000004
1700 CHESTNUT ST,THEFT FROM AUTO,2019-08-14 08:00:00,-122.28854199999999,37.874095000000004
2000 SAN PABLO AV,BURGLARY AUTO,2019-08-14 22:15:00,-122.29213100000001,37.868815000000005
1800 SOLANO AV,MUNICIPAL CODE,2019-08-14 06:00:00,-122.279975,37.891332
2501 DWIGHT,ASSAULT/BATTERY FEL.,2019-08-14 11:40:00,-122.25833100000001,37.865134000000005
2100 MARTIN LUTHER KING JR WY,MISSING ADULT,2019-08-14 07:20:00,-122.272805,37.869688000000004
2600 DURANT AV,BURGLARY AUTO,2019-08-14 12:00:00,-122.25631399999999,37.868164
1300 SIXTH ST,THEFT MISD. (UNDER $950),2019-08-14 11:30:00,-122.301332,37.879335
1400 ROSE ST,THEFT MISD. (UNDER $950),2019-08-14 11:59:00,-122.285844,37.877871999999996
1100 MILLER AV,THEFT MISD. (UNDER $950),2019-08-14 10:51:00,-122.256774,37.892004
1900 SHATTUCK AV,DISTURBANCE,2019-08-14 11:40:00,-122.268616,37.873687
2200 DURANT AV,BURGLARY RESIDENTIAL,2019-08-14 13:55:00,-122.26553,37.866969
1900 SIXTH ST,DISTURBANCE,2019-08-14 18:09:00,-122.2981,37.869314
2300 BLAKE ST,BURGLARY RESIDENTIAL,2019-08-14 18:00:00,-122.262822,37.863646
OXFORD STREET & ALLSTON WY,NARCOTICS,2019-08-14 13:59:00,-122.265882,37.869652
2300 SHATTUCK AV,BURGLARY AUTO,2019-08-14 15:45:00,-122.267802,37.867176
2000 UNIVERSITY AV,THEFT MISD. (UNDER $950),2019-08-14 09:40:00,-122.27051599999999,37.871828
1200 SAN PABLO AV,BURGLARY AUTO,2019-08-14 15:30:00,-122.29638100000001,37.882033
1500 PRINCE ST,THEFT FELONY (OVER $950),2019-08-14 06:00:00,-122.27851799999999,37.851503
1300 GILMAN ST,DISTURBANCE,2019-08-14 09:00:00,-122.28968799999998,37.881366
SAN PABLO AV & GILMAN ST,DISTURBANCE,2019-08-14 23:41:00,-122.295876,37.880468
2300 PROSPECT ST,BURGLARY AUTO,2019-08-14 05:30:00,-122.25018999999999,37.869332
1200 5TH ST,THEFT MISD. (UNDER $950),2019-08-14 12:32:00,-122.30305600000001,37.880756
2300 PIEDMONT AV,THEFT MISD. (UNDER $950),2019-08-14 19:30:00,-122.252365,37.869839
SHATTUCK AV & CEDAR ST,BURGLARY AUTO,2019-08-14 22:21:00,-122.26914,37.878407
1400 NINTH ST,VANDALISM,2019-08-14 18:30:00,-122.297556,37.878274
1000 GILMAN ST,BURGLARY AUTO,2019-08-14 20:15:00,-122.297498,37.880140000000004
1500 SHATTUCK AV,THEFT MISD. (UNDER $950),2019-08-14 14:30:00,-122.26936,37.880227000000005
200 UNIVERSITY AV,DISTURBANCE,2019-08-14 00:00:00,-122.30996699999999,37.865511
2500 DERBY ST,IDENTITY THEFT,2019-08-14 16:00:00,-122.257452,37.861573
UNIVERSITY AV & MILVIA ST,BURGLARY AUTO,2019-08-14 22:00:00,-122.27061,37.871902
2300 SPAULDING AVE,THEFT MISD. (UNDER $950),2019-08-14 10:30:00,-122.28043999999998,37.865795
100 SPINNAKER WY,BURGLARY AUTO,2019-08-14 15:45:00,-122.31623799999998,37.870287
1400 WALNUT ST,BURGLARY AUTO,2019-08-15 19:35:00,-122.268386,37.882199
1900 SHATTUCK AV,DISTURBANCE,2019-08-15 21:08:00,-122.268616,37.873687
FRANCISCO STREET & SHATTUCK AV,DOMESTIC VIOLENCE,2019-08-15 18:29:00,-122.26873700000002,37.87571
1500 CORNELL AVE,IDENTITY THEFT,2019-08-15 11:00:00,-122.29168200000001,37.876267999999996
1200 FRANCISCO ST,THEFT MISD. (UNDER $950),2019-08-15 13:00:00,-122.28965900000001,37.87304
2600 CHANNING WY,BURGLARY AUTO,2019-08-15 01:30:00,-122.255777,37.867301
1500 UNIVERSITY AV,DISTURBANCE,2019-08-15 14:43:00,-122.281585,37.870396
2100 CARLETON ST,MISSING ADULT,2019-08-15 21:30:00,-122.26698,37.861265
TELEGRAPH AV & CARLETON ST,ROBBERY,2019-08-15 00:20:00,-122.258872,37.862321
1900 UNIVERSITY AV,BURGLARY AUTO,2019-08-15 21:45:00,-122.272714,37.871544
2900 COLLEGE AVE,ROBBERY,2019-08-15 12:46:00,-122.253179,37.858356
DERBY STREET & REGENT ST,ROBBERY,2019-08-15 23:30:00,-122.257452,37.861573
DWIGHT WY & SHATTUCK AV,THEFT FROM AUTO,2019-08-15 19:00:00,-122.267307,37.863977
1200 5TH ST,THEFT FELONY (OVER $950),2019-08-15 13:10:00,-122.30305600000001,37.880756
1800 SOLANO AV,THEFT MISD. (UNDER $950),2019-08-15 20:05:00,-122.279975,37.891332
700 ALLSTON WY,BURGLARY AUTO,2019-08-15 06:30:00,-122.299701,37.864693
2400 TELEGRAPH AV,ASSAULT/BATTERY FEL.,2019-08-15 11:07:00,-122.258779,37.866761
1300 HENRY ST,THEFT MISD. (UNDER $950),2019-08-15 11:30:00,-122.27103000000001,37.883511999999996
800 HEINZ AV,BURGLARY AUTO,2019-08-15 12:30:00,-122.29386399999999,37.853079
900 CRAGMONT AV,THEFT MISD. (UNDER $950),2019-08-15 07:00:00,-122.266249,37.893829
2400 SAN PABLO AV,THEFT MISD. (UNDER $950),2019-08-15 18:13:00,-122.290094,37.862512
1600 SHATTUCK AV,BURGLARY AUTO,2019-08-15 17:15:00,-122.26911399999999,37.878113
1300 9TH ST,BURGLARY AUTO,2019-08-15 07:40:00,-122.297995,37.879708
1800 FOURTH ST,THEFT FELONY (OVER $950),2019-08-15 15:29:00,-122.300618,37.869888
200 UNIVERSITY AV,THEFT MISD. (UNDER $950),2019-08-16 00:45:00,-122.30996699999999,37.865511
2800 BANCROFT WY,DISTURBANCE,2019-08-16 12:00:00,-122.25004799999999,37.869347999999995
2200 SHATTUCK AV,ASSAULT/BATTERY MISD.,2019-08-16 17:50:00,-122.268028,37.869363
1700 CEDAR ST,VANDALISM,2019-08-16 21:00:00,-122.27796799999999,37.877269
1900 UNIVERSITY AV,DISTURBANCE,2019-08-16 16:54:00,-122.272714,37.871544
SACRAMENTO STREET & RUSSELL ST,DOMESTIC VIOLENCE,2019-08-16 20:50:00,-122.27945,37.8549
1500 EUCLID AVE,VEHICLE STOLEN,2019-08-16 12:14:00,-122.26141499999999,37.881098
2000 NINTH ST,THEFT FROM PERSON,2019-08-16 01:30:00,-122.294393,37.868590999999995
PARKER STREET & SAN PABLO AV,BURGLARY AUTO,2019-08-16 17:35:00,-122.28891399999999,37.859364
2700 9TH ST,THEFT MISD. (UNDER $950),2019-08-16 14:15:00,-122.290797,37.857336
1200 CORNELL AVE,THEFT MISD. (UNDER $950),2019-08-16 13:00:00,-122.293754,37.882739
1300 SACRAMENTO ST,DISTURBANCE,2019-08-16 17:25:00,-122.283181,37.880652000000005
1900 ASHBY AV,THEFT FELONY (OVER $950),2019-08-16 16:20:00,-122.27101499999999,37.854286
3200 ADELINE ST,VEHICLE STOLEN,2019-08-16 23:00:00,-122.27089699999999,37.850384999999996
1900 NINTH ST,BURGLARY RESIDENTIAL,2019-08-16 01:30:00,-122.294825,37.869921000000005
1400 EIGHTH ST,THEFT MISD. (UNDER $950),2019-08-16 22:30:00,-122.298557,37.877829999999996
CLAREMONT AV & RUSSELL ST,THEFT MISD. (UNDER $950),2019-08-16 10:30:00,-122.244574,37.858993
WALNUT STREET & DELAWARE ST,THEFT MISD. (UNDER $950),2019-08-16 00:22:00,-122.267601,37.874928999999995
3200 SACRAMENTO ST,DOMESTIC VIOLENCE,2019-08-16 11:55:00,-122.27817399999999,37.849431
1800 WOOLSEY ST,VEHICLE STOLEN,2019-08-16 13:00:00,-122.272873,37.851324
1400 SHATTUCK AV,ALCOHOL OFFENSE,2019-08-16 21:31:00,-122.269551,37.881957
200 MARINA BL,BURGLARY AUTO,2019-08-16 00:00:00,-122.31365600000001,37.868666999999995
2000 PARKER ST,FRAUD/FORGERY,2019-08-16 00:00:00,-122.269644,37.861843
1600 KAINS AV,VEHICLE STOLEN,2019-08-16 17:00:00,-122.293103,37.875132
2300 COLLEGE AV,THEFT FELONY (OVER $950),2019-08-16 21:29:00,-122.254552,37.868957
3200 CALIFORNIA ST,BURGLARY RESIDENTIAL,2019-08-16 22:00:00,-122.27614399999999,37.849732
1500 WOOLSEY ST,FRAUD/FORGERY,2019-08-16 12:00:00,-122.27831299999998,37.85062
2632 COLLEGE AVE,SEXUAL ASSAULT FEL.,2019-08-16 23:00:00,-122.253598,37.862608
1900 OREGON ST,SEXUAL ASSAULT FEL.,2019-08-17 08:00:00,-122.27139299999999,37.857054
1500 BERKELEY WY,DISTURBANCE,2019-08-17 22:46:00,-122.28197800000001,37.871311
1900 NINTH ST,BURGLARY AUTO,2019-08-17 19:10:00,-122.294825,37.869921000000005
1900 NINTH ST,BURGLARY AUTO,2019-08-17 23:00:00,-122.294825,37.869921000000005
100 SEAWALL DR,BURGLARY AUTO,2019-08-17 17:00:00,-122.31756599999999,37.863611
2100 MARTIN LUTHER KING JR WY,ASSAULT/BATTERY FEL.,2019-08-17 07:26:00,-122.272805,37.869688000000004
200 MARINA,THEFT FROM AUTO,2019-08-17 18:00:00,-122.31365600000001,37.868666999999995
1300 BERKELEY WAY,DOMESTIC VIOLENCE,2019-08-17 22:32:00,-122.28661299999999,37.870591999999995
2200 SHATTUCK AV,ASSAULT/BATTERY MISD.,2019-08-17 17:13:00,-122.268028,37.869363
2400 DURANT AV,ASSAULT/BATTERY FEL.,2019-08-17 23:42:00,-122.26127,37.867513
2000 4TH ST,BURGLARY AUTO,2019-08-17 07:00:00,-122.299898,37.867613
2800 GRANT ST,THEFT MISD. (UNDER $950),2019-08-17 16:30:00,-122.273145,37.857647
2100 HASTE ST,BURGLARY AUTO,2019-08-17 18:30:00,-122.26728899999999,37.864908
3000 ADELINE ST,ROBBERY,2019-08-17 18:00:00,-122.269079,37.85488
2800 GRANT ST,THEFT MISD. (UNDER $950),2019-08-17 10:30:00,-122.273145,37.857647
2500 SHATTUCK AV,THEFT MISD. (UNDER $950),2019-08-17 11:20:00,-122.26741200000001,37.863811
1600 SPRUCE ST,ALCOHOL OFFENSE,2019-08-17 00:14:00,-122.26571799999999,37.878864
2500 DURANT AV,BURGLARY RESIDENTIAL,2019-08-17 00:20:00,-122.258699,37.867852
DURANT AV & BOWDITCH ST,ASSAULT/BATTERY MISD.,2019-08-17 14:35:00,-122.25672,37.868103000000005
5TH STREET & VIRGINIA ST,IDENTITY THEFT,2019-08-17 21:19:00,-122.30021799999999,37.872084
2000 CHANNING WAY,BURGLARY RESIDENTIAL,2019-08-17 20:00:00,-122.269774,37.865501
2300 WARRING ST,SEXUAL ASSAULT FEL.,2019-08-17 00:00:00,-122.25090300000001,37.869113
2600 SHATTUCK AV,BURGLARY AUTO,2019-08-17 18:18:00,-122.26716,37.861677
1000 DELAWARE ST,BURGLARY RESIDENTIAL,2019-08-17 08:30:00,-122.29504299999999,37.871265
2000 BERKELEY WY,BURGLARY AUTO,2019-08-17 00:00:00,-122.27074099999999,37.872690999999996
2400 DURANT AV,BURGLARY AUTO,2019-08-17 13:50:00,-122.26127,37.867513
2100 HASTE ST,BURGLARY AUTO,2019-08-17 17:10:00,-122.26728899999999,37.864908
2300 TELEGRAPH AV,ALCOHOL OFFENSE,2019-08-17 01:21:00,-122.25918899999999,37.868714000000004
1500 STUART ST,VEHICLE RECOVERED,2019-08-17 21:33:00,-122.279544,37.856968
100 UNIVERSITY AV,BURGLARY AUTO,2019-08-18 20:00:00,-122.31611299999999,37.86331
2300 FULTON ST,ASSAULT/BATTERY MISD.,2019-08-18 20:11:00,-122.266003,37.867822
200 MARINA BL,BURGLARY AUTO,2019-08-18 10:00:00,-122.31365600000001,37.868666999999995
HEARST AV & 5TH ST,BURGLARY AUTO,2019-08-18 14:30:00,-122.299245,37.869084
1400 OREGON ST,BRANDISHING,2019-08-18 18:00:00,-122.281493,37.855793
2200 FIFTH ST,BURGLARY COMMERCIAL,2019-08-18 02:40:00,-122.297852,37.86476
2120 MARTIN LUTHER KING JR,DOMESTIC VIOLENCE,2019-08-18 15:00:00,-122.272779,37.869524
2600 SACRAMENTO ST,THEFT MISD. (UNDER $950),2019-08-18 08:00:00,-122.28056699999999,37.860334
1100 6TH ST,BURGLARY AUTO,2019-08-18 14:00:00,-122.302226,37.882217
2500 DURANT AV,GUN/WEAPON,2019-08-18 01:37:00,-122.258699,37.867852
100 SEAWALL DR,BURGLARY AUTO,2019-08-18 11:50:00,-122.31756599999999,37.863611
15 SAN MATEO,DOMESTIC VIOLENCE,2019-08-18 14:40:00,-122.273168,37.892626
FOLGER AV & 7TH ST,DOMESTIC VIOLENCE,2019-08-18 03:43:00,-122.29079899999999,37.85005
100 SOUTHAMPTON AV,FRAUD/FORGERY,2019-08-18 00:00:00,-122.27456000000001,37.896688
1100 UNIVERSITY AV,BURGLARY AUTO,2019-08-18 20:03:00,-122.29204299999999,37.869067
1700 SAN PABLO AV,DOMESTIC VIOLENCE,2019-08-18 00:00:00,-122.293558,37.87325
2300 FOURTH ST,BURGLARY AUTO,2019-08-18 16:00:00,-122.298359,37.862817
2400 TELEGRAPH AV,BURGLARY AUTO,2019-08-18 17:00:00,-122.258779,37.866761
2600 SHATTUCK AV,BURGLARY AUTO,2019-08-18 18:30:00,-122.26716,37.861677
1100 PAGE ST,DISTURBANCE,2019-08-18 08:33:00,-122.29453400000001,37.877625
1500 RUSSELL ST,VEHICLE STOLEN,2019-08-18 12:00:00,-122.279839,37.854833
100 SEAWALL DR,BURGLARY AUTO,2019-08-18 15:00:00,-122.31756599999999,37.863611
EASTSHORE HW & HARRISON ST,DISTURBANCE,2019-08-18 06:26:00,-122.30724599999999,37.880062
1900 CENTER ST,ASSAULT/BATTERY MISD.,2019-08-18 05:00:00,-122.27280400000001,37.869685
2000 ASHBY AV,IDENTITY THEFT,2019-08-18 09:30:00,-122.268666,37.85491
200 UNIVERSITY AV,BURGLARY AUTO,2019-08-18 20:20:00,-122.30996699999999,37.865511
3000 ADELINE ST,ROBBERY,2019-08-18 20:28:00,-122.269079,37.85488
100 SEAWALL DR,BURGLARY AUTO,2019-08-18 13:00:00,-122.31756599999999,37.863611
1800 UNIVERSITY AV,THEFT MISD. (UNDER $950),2019-08-18 17:05:00,-122.27499099999999,37.871246
200 MARINA BL,BURGLARY AUTO,2019-08-18 15:35:00,-122.31365600000001,37.868666999999995
2500 SAN PABLO AV,THEFT MISD. (UNDER $950),2019-08-18 10:30:00,-122.28963200000001,37.861078000000006
2100 SAN PABLO AV,SEXUAL ASSAULT FEL.,2019-08-18 21:30:00,-122.29170900000001,37.867501000000004
1900 ADDISON ST,BURGLARY RESIDENTIAL,2019-08-18 07:11:00,-122.27246799999999,37.870639000000004
CHANNING WY & ELLSWORTH ST,DISTURBANCE,2019-08-19 23:10:00,-122.26335900000001,37.866327000000005
DURANT AV & TELEGRAPH AV,THEFT MISD. (UNDER $950),2019-08-19 12:00:00,-122.258994,37.867816
1600 SHATTUCK AV,BURGLARY COMMERCIAL,2019-08-19 21:30:00,-122.26911399999999,37.878113
2400 SHATTUCK AV,THEFT MISD. (UNDER $950),2019-08-19 16:50:00,-122.26764299999999,37.865772
1400 SHATTUCK PL,BURGLARY AUTO,2019-08-19 16:55:00,-122.27048500000001,37.88192
200 MARINA,THEFT FROM AUTO,2019-08-19 18:00:00,-122.31365600000001,37.868666999999995
1000 DELAWARE ST,THEFT MISD. (UNDER $950),2019-08-19 00:10:00,-122.29504299999999,37.871265
2400 DURANT AV,BURGLARY AUTO,2019-08-19 15:00:00,-122.26127,37.867513
2000 BERKELEY WY,BURGLARY AUTO,2019-08-19 22:10:00,-122.27074099999999,37.872690999999996
1000 KEITH AV,VEHICLE STOLEN,2019-08-19 07:45:00,-122.266998,37.890366
1100 UNIVERSITY AV,VANDALISM,2019-08-19 21:35:00,-122.29204299999999,37.869067
SAN PABLO AV & CEDAR ST,DISTURBANCE,2019-08-19 13:45:00,-122.29405200000001,37.875218
DWIGHT WY & BENVENUE AV,ROBBERY,2019-08-19 21:50:00,-122.25523500000001,37.865534999999994
2700 HASTE ST,BURGLARY AUTO,2019-08-19 22:45:00,-122.254084,37.866568
2100 BERKELEY WAY,DISTURBANCE,2019-08-19 02:00:00,-122.267443,37.873202
ASHBY AV & DEAKIN ST,ASSAULT/BATTERY MISD.,2019-08-19 08:00:00,-122.262346,37.855834
2400 DURANT AV,BURGLARY AUTO,2019-08-19 14:40:00,-122.26127,37.867513
1100 EASTSHORE HW,DISTURBANCE,2019-08-19 23:54:00,-122.30811399999999,37.885683
2000 FRANCISCO ST,FRAUD/FORGERY,2019-08-19 12:00:00,-122.27114099999999,37.875391
600 ENSENADA AVE,DISTURBANCE,2019-08-19 11:30:00,-122.285524,37.895601
2000 KITTREDGE ST,THEFT FELONY (OVER $950),2019-08-19 18:10:00,-122.270054,37.868204
1400 OREGON ST,GUN/WEAPON,2019-08-19 01:47:00,-122.281493,37.855793
1900 UNIVERSITY AV,BURGLARY AUTO,2019-08-19 18:00:00,-122.272714,37.871544
1500 PRINCE ST,VEHICLE STOLEN,2019-08-19 20:30:00,-122.27851799999999,37.851503
1900 CENTER ST,VANDALISM,2019-08-19 08:15:00,-122.27280400000001,37.869685
1900 ALLSTON WY,BURGLARY AUTO,2019-08-19 20:00:00,-122.272701,37.868784999999995
2400 BONAR ST,BURGLARY RESIDENTIAL,2019-08-19 15:55:00,-122.286176,37.863240999999995
2200 FULTON ST,THEFT MISD. (UNDER $950),2019-08-19 08:00:00,-122.266279,37.868706
1900 BLAKE ST,BURGLARY AUTO,2019-08-19 18:00:00,-122.271904,37.862471
2900 COLLEGE AV,BURGLARY COMMERCIAL,2019-08-20 22:45:00,-122.253179,37.858356
725 EUCLID AVE,BURGLARY AUTO,2019-08-20 00:15:00,-122.266944,37.897734
2200 9TH ST,VANDALISM,2019-08-20 07:00:00,-122.293498,37.865793
2500 DURANT AV,BURGLARY AUTO,2019-08-20 12:00:00,-122.258699,37.867852
DERBY STREET & MC GEE AV,IDENTITY THEFT,2019-08-20 20:35:00,-122.27578700000001,37.859259
1800 MARTIN LUTHER KING JR WY,VEHICLE STOLEN,2019-08-20 20:09:00,-122.27330800000001,37.874203
1600 GRANT ST,THEFT MISD. (UNDER $950),2019-08-20 09:50:00,-122.27595600000001,37.877528000000005
100 UNIVERSITY AV,THEFT FROM AUTO,2019-08-20 21:00:00,-122.31611299999999,37.86331
1400 HOPKINS ST,BURGLARY AUTO,2019-08-20 01:00:00,-122.285306,37.879888
100 SPINNAKER WY,BURGLARY AUTO,2019-08-20 15:35:00,-122.31623799999998,37.870287
2400 CHANNING WY,ASSAULT/BATTERY FEL.,2019-08-20 01:30:00,-122.26108,37.866622
VIRGINIA STREET & SHATTUCK AV,BURGLARY AUTO,2019-08-20 18:30:00,-122.268956,37.876594
1000 GILMAN ST,BURGLARY AUTO,2019-08-20 13:02:00,-122.297498,37.880140000000004
3000 BENVENUE AV,ASSAULT/BATTERY MISD.,2019-08-20 13:15:00,-122.25402199999999,37.855954
2200 BROWNING ST,VEHICLE STOLEN,2019-08-20 12:00:00,-122.287944,37.866594
1800 SAN LORENZO AVE,THEFT MISD. (UNDER $950),2019-08-20 06:50:00,-122.281603,37.894256
2800 SAN PABLO AV,BURGLARY AUTO,2019-08-20 10:25:00,-122.288053,37.856195
1900 SHATTUCK AV,THEFT MISD. (UNDER $950),2019-08-20 19:00:00,-122.268616,37.873687
2300 HEARST AV,DOMESTIC VIOLENCE,2019-08-20 17:00:00,-122.26386200000002,37.874537
2300 EIGHTH ST,FRAUD/FORGERY,2019-08-20 05:30:00,-122.29408600000001,37.863945
1700 SOLANO AV,BURGLARY COMMERCIAL,2019-08-20 02:32:00,-122.28215800000001,37.891214
1100 CARRISON ST,BURGLARY AUTO,2019-08-20 00:00:00,-122.286349,37.851339
1200 ASHBY AV,THEFT MISD. (UNDER $950),2019-08-21 15:00:00,-122.286336,37.852211
SHATTUCK AV & ALLSTON WY,THEFT MISD. (UNDER $950),2019-08-21 15:45:00,-122.26788300000001,37.86939
2900 COLLEGE AV,THEFT MISD. (UNDER $950),2019-08-21 13:17:00,-122.253179,37.858356
SACRAMENTO STREET & BERKELEY WY,ASSAULT/BATTERY MISD.,2019-08-21 10:04:00,-122.282128,37.871168
3000 DANA ST,VANDALISM,2019-08-21 01:00:00,-122.258753,37.855167
600 PERALTA AVE,VEHICLE STOLEN,2019-08-21 15:25:00,-122.285494,37.896395
700 GILMAN ST,BURGLARY AUTO,2019-08-21 12:00:00,-122.30443500000001,37.878735999999996
800 OXFORD ST,THEFT MISD. (UNDER $950),2019-08-21 00:00:00,-122.27271699999999,37.892824
1100 EASTSHORE HW,DISTURBANCE,2019-08-21 21:04:00,-122.30811399999999,37.885683
1600 GRANT ST,BURGLARY AUTO,2019-08-21 00:00:00,-122.27595600000001,37.877528000000005
2100 ALLSTON WAY,THEFT MISD. (UNDER $950),2019-08-21 16:10:00,-122.26788300000001,37.86939
1900 HENRY ST,THEFT FROM AUTO,2019-08-21 23:47:00,-122.26976499999999,37.873678000000005
SHATTUCK AV & KITTREDGE ST,ASSAULT/BATTERY MISD.,2019-08-21 14:20:00,-122.26795,37.868489000000004
600 GILMAN ST,DISTURBANCE,2019-08-21 13:38:00,-122.306072,37.878405
2100 FOURTH ST,BURGLARY AUTO,2019-08-21 03:37:00,-122.29948300000001,37.866253
1400 NINTH ST,THEFT MISD. (UNDER $950),2019-08-21 08:00:00,-122.297556,37.878274
2100 SHATTUCK AV,THEFT FROM PERSON,2019-08-21 18:18:00,-122.268285,37.871167
1800 SOLANO AV,THEFT MISD. (UNDER $950),2019-08-21 20:00:00,-122.279975,37.891332
100 SEAWALL DR,BURGLARY AUTO,2019-08-21 13:21:00,-122.31756599999999,37.863611
400 GILMAN ST,BURGLARY AUTO,2019-08-21 16:32:00,-122.30885500000001,37.877863
ALLSTON WY & CALIFORNIA ST,VANDALISM,2019-08-21 09:15:00,-122.28605400000001,37.867106
1300 SAN PABLO AV,BURGLARY AUTO,2019-08-21 15:45:00,-122.295798,37.880228
1300 BANCROFT WY,THEFT MISD. (UNDER $950),2019-08-21 19:35:00,-122.286604,37.865171999999994
2400 ASHBY AV,BURGLARY AUTO,2019-08-21 21:00:00,-122.260248,37.856111
1200 5TH ST,BURGLARY AUTO,2019-08-21 13:58:00,-122.30305600000001,37.880756
1800 VINE ST,THEFT MISD. (UNDER $950),2019-08-21 17:30:00,-122.276123,37.87935
HALKIN LANE & SPRUCE ST,SEXUAL ASSAULT MISD.,2019-08-21 12:50:00,-122.26991699999999,37.898024
592 SANTA BARBARA,IDENTITY THEFT,2019-08-21 00:00:00,-122.27383200000001,37.899744
2200 SIXTH ST,THEFT FELONY (OVER $950),2019-08-21 10:45:00,-122.296746,37.865126000000004
1600 SHATTUCK AV,BURGLARY AUTO,2019-08-21 17:45:00,-122.26911399999999,37.878113
3000 ADELINE ST,DISTURBANCE,2019-08-22 12:10:00,-122.269079,37.85488
1800 STUART ST,THEFT MISD. (UNDER $950),2019-08-22 21:00:00,-122.272998,37.857784
1600 WOOLSEY ST,ASSAULT/BATTERY MISD.,2019-08-22 12:00:00,-122.276174,37.850899
2300 COLLEGE AV,THEFT MISD. (UNDER $950),2019-08-22 12:05:00,-122.254552,37.868957
1600 62ND ST,ASSAULT/BATTERY MISD.,2019-08-22 15:06:00,-122.275263,37.846404
1500 MCGEE AVE,ASSAULT/BATTERY FEL.,2019-08-22 13:30:00,-122.279366,37.878972999999995
1800 SAN JUAN AV,THEFT MISD. (UNDER $950),2019-08-22 19:00:00,-122.280593,37.898645
1300 SAN PABLO AV,BURGLARY AUTO,2019-08-22 18:50:00,-122.295798,37.880228
2500 ETNA ST,FRAUD/FORGERY,2019-08-22 12:00:00,-122.25274099999999,37.865797
2700 COLLEGE AV,BURGLARY AUTO,2019-08-22 12:00:00,-122.25350800000001,37.861645
1000 GILMAN ST,THEFT FELONY (OVER $950),2019-08-22 01:10:00,-122.297498,37.880140000000004
